brand,ats,identifier,url,verified_name,jobs,sg_jobs,ai_confidence
Astellas Pharma,successfactors (browser),https://career8.successfactors.com/career?site=&company=astellasT5&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career8.successfactors.com/career?site=&company=astellasT5&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,astellaspharma,-1,-1,high
Asyril,ai (browser),https://asyril.com/about-asyril/career/,https://asyril.com/about-asyril/career/,,-1,-1,high
Austal,workday,https://austalusa.wd1.myworkdayjobs.com/austal,https://austalusa.wd1.myworkdayjobs.com/austal,austalusa,58,-1,high
Automation Anywhere,workday,https://automationanywhere.wd5.myworkdayjobs.com/AutomationAnywhereJobs,https://automationanywhere.wd5.myworkdayjobs.com/AutomationAnywhereJobs,automationanywhere,44,-1,high
BAE Systems,ai (browser),https://jobsearch.baesystems.com/browse-jobs/country/singapore,https://jobsearch.baesystems.com/browse-jobs/country/singapore,,-1,-1,high
BASF,ai (browser),https://www.basf.com/sg/en/careers,https://www.basf.com/sg/en/careers,,-1,-1,high
BHP Billiton,ai (browser),https://careers.bhp.com/,https://careers.bhp.com/,,-1,-1,high
BMC Software,ai (browser),https://jobs.bmc.com/,https://jobs.bmc.com/,,-1,-1,high
BP,ai (browser),https://www.bp.com,https://www.bp.com,,-1,-1,high
BTIG,ai (browser),https://www.btig.com/careers/career-opportunities/,https://www.btig.com/careers/career-opportunities/,,-1,-1,high
BWT,ai (browser),https://www.bwt.com/en/careers/,https://www.bwt.com/en/careers/,,-1,-1,high
Backbase,ai (browser),https://www.backbase.com/careers/jobs,https://www.backbase.com/careers/jobs,,-1,-1,high
Bain & Company,ai (browser),https://careers.bain.com/jobs,https://careers.bain.com/jobs,,-1,-1,high
Bain Capital,workday,https://baincapital.wd1.myworkdayjobs.com/External_Public,https://baincapital.wd1.myworkdayjobs.com/External_Public,baincapital,23,-1,high
Bakels,ai (browser),https://www.bakelsingapore.com.sg/about/jobs/,https://www.bakelsingapore.com.sg/about/jobs/,,-1,-1,high
Baker Botts,ai (browser),https://www.bakerbotts.com/careers/careers-at-baker-botts,https://www.bakerbotts.com/careers/careers-at-baker-botts,,-1,-1,high
Baker McKenzie,ai (browser),https://careers.bakermckenzie.com/en_US/opportunities/SearchJobs,https://careers.bakermckenzie.com/en_US/opportunities/SearchJobs,,-1,-1,high
Bank of China,ai (browser),https://careers.pageuppeople.com/798/cw/en/listing/,https://careers.pageuppeople.com/798/cw/en/listing/,,-1,-1,low
Bank of East Asia,ai (browser),https://careers.hkbea.com/,https://careers.hkbea.com/,,-1,-1,high
Barclays,workday,https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays,https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays,barclays,1139,-1,high
Barracuda Networks,ai (browser),https://jobs.jobvite.com/barracuda-networks-inc/jobs,https://jobs.jobvite.com/barracuda-networks-inc/jobs,,-1,-1,high
BayWa,ai (browser),https://careers.baywa-re.com/en/find-your-job,https://careers.baywa-re.com/en/find-your-job,,-1,-1,high
Beaconhouse,ai (browser),https://www.beaconhouse.net/careers/,https://www.beaconhouse.net/careers/,,-1,-1,high
Beetel,ai (browser),https://www.beetel.in/careers/,https://www.beetel.in/careers/,,-1,-1,low
Benham and Reeves,ai (browser),https://www.benhams.com/careers/,https://www.benhams.com/careers/,,-1,-1,high
Bentley Systems,successfactors (browser),https://career4.successfactors.com/career?site=&company=bentleyprod&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career4.successfactors.com/career?site=&company=bentleyprod&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,bentleysystems,-1,-1,high
Berjaya,ai (browser),https://www.berjaya.com/careers/latest-jobs/,https://www.berjaya.com/careers/latest-jobs/,,-1,-1,high
Bestseller,ai (browser),https://bestseller.com/careers/jobs,https://bestseller.com/careers/jobs,,-1,-1,high
BigBasket,ai (browser),https://careers.bigbasket.com/,https://careers.bigbasket.com/,,-1,-1,high
Bilibili,ai (browser),https://jobs.bilibili.com/,https://jobs.bilibili.com/,,-1,-1,high
Bimeda,ai (browser),https://www.bimedacareers.com/,https://www.bimedacareers.com/,,-1,-1,high
Birlasoft,successfactors (browser),https://career44.sapsf.com/career?site=&company=birlasoftl&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career44.sapsf.com/career?site=&company=birlasoftl&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,birlasoft,-1,-1,high
BlackRock,workday,https://blackrock.wd1.myworkdayjobs.com/BlackRock_Professional,https://blackrock.wd1.myworkdayjobs.com/BlackRock_Professional,blackrock,264,-1,high
Blackboard,ai (browser),https://www.blackboard.com/company/careers,https://www.blackboard.com/company/careers,,-1,-1,high
Blue Yonder,phenom (browser),https://careers.blueyonder.com/us/en/search-results,https://careers.blueyonder.com/us/en/search-results,blueyonder,-1,-1,high
Bluetti,ai (browser),https://we.bluettipower.com/,https://we.bluettipower.com/,,-1,-1,high
Board of Innovation,workable (browser),https://apply.workable.com/boardofinnovation/,https://apply.workable.com/boardofinnovation/,boardofinnovation,-1,-1,high
Bobobox,ai (browser),https://bobobox.teamtailor.com/,https://bobobox.teamtailor.com/,,-1,-1,high
Boge Kompressoren,ai (browser),https://www.boge.com/en-us/jobs-careers/,https://www.boge.com/en-us/jobs-careers/,,-1,-1,low
Bonfiglioli,successfactors (browser),https://career5.successfactors.eu/career?company=C0001104584P&lang=en_US&login_ns=register&navBarLevel=MY_PROFILE,https://career5.successfactors.eu/career?company=C0001104584P&lang=en_US&login_ns=register&navBarLevel=MY_PROFILE,bonfiglioli,-1,-1,high
Bosch,smartrecruiters,BoschGroup,https://careers.smartrecruiters.com/BoschGroup,Bosch Group,4746,0,high
Boston Consulting Group,ai (browser),https://careers.bcg.com/global/en/search-results,https://careers.bcg.com/global/en/search-results,,-1,-1,high
Bounce,ashby (browser),https://jobs.ashbyhq.com/Bounce,https://jobs.ashbyhq.com/Bounce,bounce,-1,-1,low
Bound4Blue,ai (browser),https://careers.bound4blue.com/jobs,https://careers.bound4blue.com/jobs,,-1,-1,high
Boyden,ai (browser),https://boyden.thriveapp.ly/,https://boyden.thriveapp.ly/,,-1,-1,high
Brand Finance,ai (browser),https://brandfinance.com/careers,https://brandfinance.com/careers,,-1,-1,high
Bray Controls,ai (browser),https://www.bray.com/careers,https://www.bray.com/careers,,-1,-1,high
BreadTalk,ai (browser),https://www.breadtalk.com/careers/,https://www.breadtalk.com/careers/,,-1,-1,high
Broadcom,workday,https://broadcom.wd1.myworkdayjobs.com/External_Career,https://broadcom.wd1.myworkdayjobs.com/External_Career,broadcom,335,-1,high
Brookfield,workday,https://brookfield.wd5.myworkdayjobs.com/brookfield,https://brookfield.wd5.myworkdayjobs.com/brookfield,brookfield,112,-1,high
Brown Advisory,workday,https://brownadvisory.wd1.myworkdayjobs.com/Brown,https://brownadvisory.wd1.myworkdayjobs.com/Brown,brownadvisory,37,-1,high
Bryden Wood,ai (browser),https://www.brydenwood.com/careers,https://www.brydenwood.com/careers,,-1,-1,high
Buffalo Tours,ai (browser),https://www.discova.com/,https://www.discova.com/,,-1,-1,low
Buhler,ai (browser),https://jobs.buhlergroup.com/?lang=en,https://jobs.buhlergroup.com/?lang=en,,-1,-1,high
Burckhardt Compression,ai (browser),https://careers.burckhardtcompression.com/,https://careers.burckhardtcompression.com/,,-1,-1,high
Bureau Veritas,ai (browser),https://jobs.bureauveritas.com/gb/en,https://jobs.bureauveritas.com/gb/en,,-1,-1,high
CATL,ai (browser),https://www.catl-career.com/viewalljobs/,https://www.catl-career.com/viewalljobs/,,-1,-1,high
CBRE,ai (browser),https://www.cbre.com.sg/careers,https://www.cbre.com.sg/careers,,-1,-1,high
CECO Environmental,ai (browser),https://www.cecoenviro.com/careers/,https://www.cecoenviro.com/careers/,,-1,-1,high
CGI,ai (browser),https://www.cgi.com/en/careers,https://www.cgi.com/en/careers,,-1,-1,high
CIEE,ai (browser),https://workforcenow.adp.com/mascsr/default/mdf/recruitment/intermediateRedirect.html?cid=08b4120b-db40-4779-ab6e-7f969c460119,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/intermediateRedirect.html?cid=08b4120b-db40-4779-ab6e-7f969c460119,,-1,-1,high
CIPD,icims (browser),https://careers.cipd.org/jobs,https://careers.cipd.org/jobs,cipd,-1,-1,high
CJ Group,ai (browser),https://recruit.cj.net/,https://recruit.cj.net/,,-1,-1,high
CLP,oracle,https://iabhtj.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CLP-Recruitment-System/jobs,https://iabhtj.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CLP-Recruitment-System/jobs,clp,47,-1,high
CMA CGM,ai (browser),https://jobs.cmacgm-group.com/,https://jobs.cmacgm-group.com/,,-1,-1,high
CTBUH,ai (browser),https://careers.ctbuh.org/jobs,https://careers.ctbuh.org/jobs,,-1,-1,high
Cainiao,ai (browser),https://cainiao.teamtailor.com/jobs,https://cainiao.teamtailor.com/jobs,,-1,-1,high
CallTower,ai (browser),https://recruiting.paylocity.com/Recruiting/Jobs/All/dc0264c1-ebc8-4214-8c9d-5e713e5ef193/CallTower-Inc,https://recruiting.paylocity.com/Recruiting/Jobs/All/dc0264c1-ebc8-4214-8c9d-5e713e5ef193/CallTower-Inc,,-1,-1,high
Callsign,workable (browser),https://apply.workable.com/callsign/,https://apply.workable.com/callsign/,callsign,-1,-1,high
Camtek,ai (browser),https://www.camtek.com/careers/open-positions/,https://www.camtek.com/careers/open-positions/,,-1,-1,high
Canadian Solar,workday,https://canadiansolar.wd5.myworkdayjobs.com/CanadianSolar,https://canadiansolar.wd5.myworkdayjobs.com/CanadianSolar,canadiansolar,157,-1,high
Canon,ai (browser),https://sg.canon/en/consumer/web/company-careers,https://sg.canon/en/consumer/web/company-careers,,-1,-1,high
Capgemini,ai (browser),https://www.capgemini.com/sg-en/jobs/,https://www.capgemini.com/sg-en/jobs/,,-1,-1,high
CapitaLand,workday,https://capitaland.wd3.myworkdayjobs.com/CapitaLandGroup,https://capitaland.wd3.myworkdayjobs.com/CapitaLandGroup,capitaland,143,-1,high
Capital Drilling,ai (browser),https://cmstanzania.com/careers,https://cmstanzania.com/careers,,-1,-1,low
Capital Economics,workable (browser),https://apply.workable.com/capital-economics/,https://apply.workable.com/capital-economics/,capitaleconomics,-1,-1,high
Carbery,workday,https://carbery.wd3.myworkdayjobs.com/carbery_external_careers,https://carbery.wd3.myworkdayjobs.com/carbery_external_careers,carbery,4,-1,high
Carestream Health,successfactors (browser),https://career4.successfactors.com/career?site=&company=carestream&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career4.successfactors.com/career?site=&company=carestream&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,carestreamhealth,-1,-1,high
Carey Olsen,ai (browser),https://www.careyolsen.com/careers/vacancies,https://www.careyolsen.com/careers/vacancies,,-1,-1,high
Cargill,successfactors (browser),https://career2.successfactors.eu/career?career_company=cargill&lang=en_US&company=cargill&site=&loginFlowRequired=true&_s.crb=7GQWlQ1F2u73RR9o5QRvhyr14wcN%2FenWYFFu1Vh3r60%3D,https://career2.successfactors.eu/career?career_company=cargill&lang=en_US&company=cargill&site=&loginFlowRequired=true&_s.crb=7GQWlQ1F2u73RR9o5QRvhyr14wcN%2FenWYFFu1Vh3r60%3D,cargill,-1,-1,high
Catenon,ai (browser),https://www.catenon.com/jobs,https://www.catenon.com/jobs,,-1,-1,high
Celanese,icims (browser),https://career-celanese.icims.com/jobs/intro,https://career-celanese.icims.com/jobs/intro,celanese,-1,-1,high
Cemex,successfactors (browser),https://career5.successfactors.eu/career?company=emexcentrP2&site=&lang=en_US&requestParams=&login_ns=register&jobPipeline=RCM%20Redirect&navBarLevel=MY_PROFILE&_s.crb=xMnsH5S7ZsQ%2BZBkAaBGE0Ych71w%3D,https://career5.successfactors.eu/career?company=emexcentrP2&site=&lang=en_US&requestParams=&login_ns=register&jobPipeline=RCM%20Redirect&navBarLevel=MY_PROFILE&_s.crb=xMnsH5S7ZsQ%2BZBkAaBGE0Ych71w%3D,cemex,-1,-1,high
Century 21,ai (browser),https://www.century21.com/general/careers/how-we-support-you,https://www.century21.com/general/careers/how-we-support-you,,-1,-1,low
Cerner,ai (browser),https://www.oracle.com/careers/,https://www.oracle.com/careers/,,-1,-1,high
ChannelEngine,recruitee (browser),https://jobs.channelengine.com/,https://jobs.channelengine.com/,channelengine,-1,-1,high
Chenega,ai (browser),https://careers.chenega.com/chenega-careers/jobs,https://careers.chenega.com/chenega-careers/jobs,,-1,-1,high
Chevron Phillips,successfactors (browser),https://career4preview.sapsf.com/career?site=&company=S000028541T1&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career4preview.sapsf.com/career?site=&company=S000028541T1&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,chevronphillips,-1,-1,high
China Civil Engineering Construction Corporation,ai (browser),https://english.cscec.com/Career_en/JobOpportunities/,https://english.cscec.com/Career_en/JobOpportunities/,,-1,-1,low
Chint,ai (browser),https://www.chintglobal.com/global/en/about-us/careers.html,https://www.chintglobal.com/global/en/about-us/careers.html,,-1,-1,high
CitiusTech,ai (browser),https://www.citiustech.com/careers,https://www.citiustech.com/careers,,-1,-1,high
Clariant,ai (browser),https://careers.clariant.com/,https://careers.clariant.com/,,-1,-1,high
Clarion,ashby (browser),https://jobs.ashbyhq.com/clarion,https://jobs.ashbyhq.com/clarion,clarion,-1,-1,low
ClearCube,ai (browser),https://clearcube.com/job-opportunities/,https://clearcube.com/job-opportunities/,,-1,-1,high
Clinical Laserthermia Systems,ai (browser),https://clinicallaser.se/about-cls/career/,https://clinicallaser.se/about-cls/career/,,-1,-1,low
CloudHQ,ai (browser),https://recruiting.paylocity.com/recruiting/jobs/All/d38e9867-3cd9-4254-b3ff-46e251ca1eee/CloudHQ-LLC,https://recruiting.paylocity.com/recruiting/jobs/All/d38e9867-3cd9-4254-b3ff-46e251ca1eee/CloudHQ-LLC,,-1,-1,high
Cofense,ai (browser),https://cofense.com/about/careers,https://cofense.com/about/careers,,-1,-1,low
Cofra,greenhouse,cofraholding,https://boards.greenhouse.io/cofraholding,COFRA Holding ,4,0,high
Colas Rail,ai (browser),https://colasrail.com/en/careers/,https://colasrail.com/en/careers/,,-1,-1,medium
Coloplast,ai (browser),https://careers.coloplast.com/,https://careers.coloplast.com/,,-1,-1,high
Comba Telecom,ai (browser),https://www.comba-telecom.com/en/current-openings,https://www.comba-telecom.com/en/current-openings,,-1,-1,high
Commonwealth War Graves Commission,ai (browser),https://careers.cwgc.org/,https://careers.cwgc.org/,,-1,-1,high
Compressport,ai (browser),https://www.compressport.com/inter/en/,https://www.compressport.com/inter/en/,,-1,-1,low
Conergy,ai (browser),https://www.conergy.com.au/jobs,https://www.conergy.com.au/jobs,,-1,-1,low
Conservation International,taleo (browser),https://phh.tbe.taleo.net/phh04/ats/careers/v2/jobSearch?org=CONSERVATION&cws=39,https://phh.tbe.taleo.net/phh04/ats/careers/v2/jobSearch?org=CONSERVATION&cws=39,conservationinternational,-1,-1,high
Cordis,ai (browser),https://careers.cordis.com/jobs,https://careers.cordis.com/jobs,,-1,-1,high
Corgan,icims (browser),https://www.corgan.com/careers,https://www.corgan.com/careers,corgan,-1,-1,high
Corteva Agriscience,workday,https://corteva.wd5.myworkdayjobs.com/Corteva,https://corteva.wd5.myworkdayjobs.com/Corteva,corteva,27,-1,high
Coverall,ai (browser),https://www.coverall.com/careers/,https://www.coverall.com/careers/,,-1,-1,high
Credit Suisse,ai (browser),https://careers.ubs.com/,https://careers.ubs.com/,,-1,-1,low
Cumulocity,ai (browser),https://www.cumulocity.com/company/careers/,https://www.cumulocity.com/company/careers/,,-1,-1,high
Curaden,ai (browser),https://curaden.com/careers/,https://curaden.com/careers/,,-1,-1,low
Curefit,ai (browser),https://app.qureos.com/company/curefit,https://app.qureos.com/company/curefit,,-1,-1,low
Cyient,ai (browser),https://community.workday.com/maintenance-page?d=3&s=1&e=1&o=,https://community.workday.com/maintenance-page?d=3&s=1&e=1&o=,,-1,-1,high
DHL,ai (browser),https://careers.dhl.com/global/en/home,https://careers.dhl.com/global/en/home,,-1,-1,high
DKSH,successfactors (browser),https://career44.sapsf.com/career?site=&company=dkshcorpor&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career44.sapsf.com/career?site=&company=dkshcorpor&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,dksh,-1,-1,high
DMG Mori,ai (browser),https://recruiting.dmgmori.com/Jobs/All?lang=eng,https://recruiting.dmgmori.com/Jobs/All?lang=eng,,-1,-1,high
DS Avocats,ai (browser),https://www.dsavocats.com/en/career/,https://www.dsavocats.com/en/career/,,-1,-1,low
DaVita,phenom (browser),https://careers.davita.com/,https://careers.davita.com/,davita,-1,-1,high
Daifuku,ai (browser),https://www.daifuku.com/careers/,https://www.daifuku.com/careers/,,-1,-1,high
Danone,ai (browser),https://careers.danone.com/en-global/home.html,https://careers.danone.com/en-global/home.html,,-1,-1,high
Darigold,ai (browser),https://www.darigold.com/careers/,https://www.darigold.com/careers/,,-1,-1,high
Dassault Falcon,ai (browser),https://www.dassaultfalcon.com/careers/,https://www.dassaultfalcon.com/careers/,,-1,-1,high
DataDirect Networks,icims (browser),https://careers-ddn.icims.com/jobs/intro,https://careers-ddn.icims.com/jobs/intro,datadirectnetworks,-1,-1,high
Dayforce,ai (browser),https://jobs.dayforcehcm.com/mydayforce/alljobs,https://jobs.dayforcehcm.com/mydayforce/alljobs,,-1,-1,high
De Brauw Blackstone Westbroek,smartrecruiters,DeBrauwBlackstoneWestbroek1,https://careers.smartrecruiters.com/DeBrauwBlackstoneWestbroek1,De Brauw Blackstone Westbroek,77,0,high
De Nora,successfactors (browser),https://career2.successfactors.eu/career?site=&company=industried&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career2.successfactors.eu/career?site=&company=industried&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,denora,-1,-1,high
Decathlon,ai (browser),https://jobs.smartrecruiters.com,https://jobs.smartrecruiters.com,,-1,-1,high
Dell,oracle,https://iawmqy.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/careers,https://iawmqy.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/careers,dell,362,-1,high
Deloitte,ai (browser),https://jobs.sea.deloitte.com/,https://jobs.sea.deloitte.com/,,-1,-1,high
DeltaPath,ai (browser),https://www.deltapath.com/careers/,https://www.deltapath.com/careers/,,-1,-1,high
Dentsply Sirona,successfactors (browser),https://career5.successfactors.eu/career?site=&company=DENTSPLY&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career5.successfactors.eu/career?site=&company=DENTSPLY&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,dentsplysirona,-1,-1,high
Deppon,ai (browser),https://www.deppon.com/careers,https://www.deppon.com/careers,,-1,-1,low
Desmet,ai (browser),https://www.desmet.com/en/career/vacancies,https://www.desmet.com/en/career/vacancies,,-1,-1,high
Detpak,ai (browser),https://www.detpak.com/our-story/work-with-us/,https://www.detpak.com/our-story/work-with-us/,,-1,-1,high
Dewesoft,ai (browser),https://dewesoft.com/careers/opportunities,https://dewesoft.com/careers/opportunities,,-1,-1,high
Discovery Networks,ai (browser),https://jobs.discovery.com/careers-home/jobs,https://jobs.discovery.com/careers-home/jobs,,-1,-1,high
Dobot,ai (browser),https://www.dobot-robots.com/about/recruitment/social,https://www.dobot-robots.com/about/recruitment/social,,-1,-1,low
Drewry,ai (browser),https://www.drewry.co.uk/careers,https://www.drewry.co.uk/careers,,-1,-1,low
Dulwich College,ai (browser),https://singapore.dulwich.org/community/life-at-dulwich/careers,https://singapore.dulwich.org/community/life-at-dulwich/careers,,-1,-1,high
Duopharma,ai (browser),https://my.jobstreet.com/Duopharma-Biotech-jobs,https://my.jobstreet.com/Duopharma-Biotech-jobs,,-1,-1,high
Dymax,ai (browser),https://dymax.com/careers,https://dymax.com/careers,,-1,-1,high
Dynapac,ai (browser),https://jobs.dynapac.com/,https://jobs.dynapac.com/,,-1,-1,high
EDP,ai (browser),https://edp.com/en/careers/job-opportunities,https://edp.com/en/careers/job-opportunities,,-1,-1,high
EFG Hermes,ai (browser),https://appcenter.efghermes.com/jobs,https://appcenter.efghermes.com/jobs,,-1,-1,high
